lastSpellID,secondLastSpellID,thirdLastSpellID,timeSinceLastCast,nameplateCount,secondaryResource,secondaryResourceMax,blizzardRecommendation,combatDuration,specID,target_spellID
257541,11366,133,1.99,2,2,5,190319,74.0,63,190319
257541,44457,2120,2.88,1,2,5,2948,222.7,63,2948
11366,257541,2948,0.64,1,5,5,133,46.6,63,133
382440,44457,11366,1.37,7,5,5,257541,33.8,63,2120
257541,44457,2120,2.71,3,5,5,2948,120.6,63,2948
11366,44457,190319,2.74,7,1,5,2948,207.3,63,2948
108853,133,2120,2.67,1,4,5,382440,211.5,63,382440
108853,2948,153561,0.71,8,5,5,2120,100.5,63,2120
153561,190319,257541,2.77,2,0,5,153561,147.3,63,153561
11366,382440,2120,0.55,7,5,5,153561,246.1,63,153561
257541,11366,257541,1.37,1,2,5,108853,275.5,63,108853
108853,44457,153561,0.68,5,2,5,2948,110.8,63,2948
2120,44457,2948,1.24,3,0,5,11366,105.9,63,11366
108853,257541,133,0.52,5,4,5,153561,91.1,63,11366
2948,257541,153561,1.73,5,3,5,2120,211.7,63,2120
382440,190319,190319,1.51,3,0,5,190319,79.4,63,190319
153561,2948,44457,2.41,1,1,5,2120,212.8,63,11366
190319,190319,44457,1.53,2,3,5,2948,192.9,63,2948
153561,2120,2120,2.55,1,0,5,2948,241.8,63,2948
382440,108853,44457,1.51,3,4,5,133,166.7,63,11366
190319,44457,153561,1.79,1,5,5,2948,169.0,63,2948
11366,190319,133,1.67,1,0,5,153561,156.3,63,153561
44457,133,11366,1.4,1,5,5,108853,267.9,63,108853
108853,257541,108853,1.13,3,4,5,108853,107.2,63,108853
133,382440,133,1.17,3,1,5,2948,211.2,63,2948
108853,2120,11366,1.44,1,4,5,382440,290.0,63,382440
11366,11366,153561,1.02,6,5,5,382440,149.3,63,108853
190319,133,2120,1.96,1,4,5,44457,70.9,63,153561
257541,11366,257541,2.25,2,1,5,2948,188.5,63,2948
2120,108853,382440,1.39,2,1,5,108853,212.5,63,257541
44457,190319,257541,2.69,7,0,5,11366,111.7,63,11366
133,108853,190319,1.06,4,1,5,108853,234.3,63,108853
133,2948,11366,0.62,8,4,5,382440,37.2,63,382440
2948,108853,108853,1.99,3,0,5,133,249.1,63,133
2948,2948,11366,0.66,3,1,5,2948,277.6,63,190319
382440,108853,11366,0.77,1,4,5,108853,245.4,63,133
190319,153561,44457,2.23,1,1,5,2948,242.3,63,2948
257541,2120,2948,1.36,1,4,5,11366,226.4,63,11366
382440,190319,108853,1.12,3,1,5,153561,192.9,63,153561
2120,108853,2948,2.61,3,3,5,2948,20.3,63,2948
382440,2948,190319,1.18,1,5,5,11366,74.9,63,11366
11366,133,11366,1.58,7,1,5,11366,190.4,63,11366
133,133,190319,0.76,1,3,5,190319,1.3,63,190319
2120,2120,2120,2.82,2,3,5,44457,103.5,63,2948
44457,2120,133,0.88,1,4,5,2948,233.9,63,2948
153561,153561,11366,2.42,1,2,5,133,47.1,63,133
190319,2948,108853,2.22,8,3,5,382440,136.0,63,11366
382440,44457,108853,0.82,2,3,5,2948,45.4,63,2948
133,44457,108853,0.83,8,1,5,153561,189.8,63,108853
2120,2948,257541,2.45,1,4,5,153561,111.6,63,2948
44457,11366,11366,1.83,1,1,5,190319,100.2,63,190319
153561,2120,153561,2.81,1,4,5,2948,179.5,63,108853
382440,190319,2120,2.02,2,3,5,11366,269.0,63,11366
190319,2948,44457,1.08,3,3,5,153561,15.0,63,153561
153561,257541,2948,2.7,1,3,5,382440,99.9,63,382440
11366,11366,108853,2.13,3,1,5,2948,173.0,63,2948
382440,190319,44457,1.38,2,5,5,153561,149.9,63,153561
190319,153561,44457,2.48,1,5,5,257541,197.8,63,257541
2948,382440,2948,2.78,2,5,5,190319,175.4,63,190319
2120,11366,133,2.29,2,3,5,382440,279.3,63,382440
133,133,11366,1.15,4,3,5,257541,280.2,63,257541
108853,44457,257541,0.76,1,2,5,11366,291.0,63,11366
190319,257541,190319,0.96,8,2,5,2120,192.3,63,2120
190319,133,108853,2.78,3,2,5,190319,35.1,63,190319
153561,44457,2948,0.62,3,1,5,190319,221.8,63,190319
382440,2120,11366,2.25,8,0,5,2120,59.7,63,2120
44457,382440,382440,1.77,5,5,5,2948,24.0,63,2948
190319,11366,2948,1.67,7,5,5,190319,96.8,63,190319
133,11366,2120,1.66,5,2,5,2948,256.1,63,2948
44457,153561,2948,2.43,1,4,5,108853,64.2,63,108853
11366,257541,2948,2.32,7,1,5,2120,259.5,63,2120
11366,382440,153561,1.98,3,4,5,11366,196.9,63,11366
2948,257541,2948,0.85,8,5,5,153561,104.1,63,153561
190319,153561,133,2.73,1,4,5,2948,166.5,63,2948
44457,257541,11366,2.14,1,4,5,153561,58.7,63,153561
2948,108853,133,0.88,6,3,5,108853,155.4,63,382440
44457,190319,382440,0.89,1,3,5,153561,67.3,63,190319
190319,108853,382440,1.49,1,2,5,153561,67.8,63,108853
108853,133,190319,0.56,3,0,5,2948,6.0,63,2948
257541,44457,108853,1.86,1,5,5,44457,236.9,63,2948
108853,382440,382440,2.59,2,2,5,190319,290.3,63,11366
108853,2948,44457,1.68,1,2,5,257541,89.7,63,190319
2120,11366,11366,1.94,1,2,5,382440,134.7,63,382440
190319,153561,2948,0.74,5,3,5,2948,175.9,63,2948
108853,2948,11366,1.97,1,4,5,11366,124.5,63,11366
190319,190319,382440,1.26,2,1,5,2948,294.0,63,2948
108853,257541,190319,1.39,1,3,5,257541,133.7,63,257541
382440,2948,2120,2.36,2,4,5,257541,18.9,63,257541
153561,11366,133,1.24,3,5,5,382440,279.0,63,382440
108853,257541,108853,1.34,1,0,5,257541,137.7,63,257541
2948,382440,153561,0.6,2,5,5,11366,200.1,63,11366
382440,153561,153561,0.85,1,3,5,257541,207.4,63,257541
190319,11366,108853,1.4,1,3,5,2948,201.2,63,2948
108853,257541,133,1.9,1,5,5,190319,28.8,63,190319
2120,2948,190319,2.94,8,5,5,108853,1.9,63,11366
257541,2948,11366,2.57,8,0,5,2948,4.6,63,2948
2120,190319,108853,1.8,3,2,5,190319,20.5,63,190319
44457,108853,44457,1.98,1,4,5,382440,272.7,63,382440
11366,382440,2948,0.5,8,1,5,2948,55.1,63,382440
11366,44457,153561,2.52,1,0,5,2948,89.1,63,2948
108853,2948,108853,2.33,7,0,5,2120,178.4,63,2120
190319,2120,153561,0.63,5,0,5,11366,29.2,63,2948
44457,133,2120,0.69,1,4,5,11366,36.8,63,11366
11366,108853,257541,2.71,8,5,5,11366,295.0,63,108853
11366,11366,153561,2.98,1,0,5,2120,191.1,63,153561
2948,153561,133,2.94,2,3,5,153561,198.6,63,11366
2120,190319,190319,2.15,4,2,5,11366,86.9,63,11366
11366,133,11366,2.31,1,2,5,133,245.6,63,382440
382440,382440,133,2.16,1,2,5,153561,292.1,63,153561
2120,44457,11366,1.87,6,5,5,133,30.9,63,133
2120,2948,11366,1.83,6,4,5,108853,161.6,63,108853
153561,190319,153561,1.96,1,2,5,190319,201.8,63,190319
2120,11366,382440,2.1,1,3,5,382440,204.6,63,382440
153561,11366,382440,1.94,2,2,5,108853,51.0,63,108853
190319,257541,44457,2.21,2,1,5,382440,131.4,63,382440
190319,153561,190319,0.57,3,0,5,190319,253.5,63,190319
44457,190319,2948,0.78,1,5,5,257541,104.8,63,190319
2120,2120,190319,0.63,1,2,5,133,216.9,63,382440
108853,44457,153561,2.12,1,2,5,2948,163.3,63,2948
11366,190319,257541,0.68,1,0,5,11366,86.6,63,2948
190319,11366,11366,2.09,6,5,5,11366,91.1,63,11366
153561,2948,190319,2.0,2,3,5,2948,212.5,63,2948
2120,382440,133,2.3,1,5,5,44457,162.2,63,257541
11366,257541,190319,1.63,2,2,5,2948,171.1,63,2948
257541,2120,44457,2.61,5,2,5,153561,7.3,63,153561
153561,382440,108853,1.8,4,0,5,382440,52.2,63,382440
44457,2948,153561,2.7,2,1,5,153561,4.8,63,153561
44457,382440,11366,2.32,8,1,5,190319,73.3,63,190319
133,190319,257541,0.69,2,1,5,153561,15.7,63,153561
153561,190319,257541,2.88,3,0,5,133,157.4,63,133
2948,108853,153561,0.8,1,5,5,11366,32.7,63,11366
382440,108853,2948,0.96,1,0,5,382440,76.7,63,382440
133,2120,190319,2.21,3,4,5,257541,199.3,63,257541
153561,133,382440,1.86,2,1,5,11366,201.4,63,11366
153561,11366,108853,1.49,1,2,5,153561,235.2,63,153561
2948,108853,382440,2.53,4,4,5,2120,232.6,63,2120
11366,108853,382440,0.5,5,4,5,11366,174.5,63,11366
190319,11366,190319,0.71,6,5,5,382440,174.5,63,382440
153561,2948,11366,2.51,5,4,5,257541,281.7,63,257541
257541,153561,2948,1.74,2,3,5,2948,257.3,63,2948
11366,257541,11366,1.14,2,1,5,382440,127.8,63,382440
2948,153561,133,1.07,1,4,5,11366,259.2,63,11366
2120,133,44457,2.24,6,1,5,190319,247.5,63,190319
190319,133,190319,0.71,4,2,5,2120,144.1,63,2120
133,11366,44457,2.14,1,4,5,190319,190.5,63,190319
2948,108853,2948,0.99,6,3,5,2948,205.5,63,2948
2120,382440,2120,1.48,4,5,5,2120,68.2,63,2120
382440,11366,11366,1.86,1,0,5,153561,118.2,63,153561
190319,257541,11366,2.36,4,5,5,108853,283.4,63,108853
44457,11366,133,2.22,8,1,5,2120,21.6,63,2120
2120,108853,2120,0.64,8,0,5,2120,192.4,63,2120
153561,2948,2948,2.76,1,2,5,382440,88.2,63,2948
190319,2120,2948,1.71,8,4,5,2948,274.5,63,2948
108853,44457,133,2.96,1,4,5,2948,42.6,63,2948
2120,190319,133,1.36,2,2,5,382440,112.7,63,382440
133,133,2948,0.97,1,1,5,11366,150.7,63,11366
153561,133,108853,0.99,2,0,5,11366,124.1,63,2948
2120,382440,44457,0.55,8,0,5,2120,294.9,63,2120
257541,2948,133,2.7,2,0,5,11366,92.1,63,11366
108853,190319,108853,2.48,2,3,5,190319,108.6,63,190319
2120,382440,133,1.36,3,2,5,108853,157.3,63,108853
11366,190319,2948,2.52,4,3,5,108853,234.8,63,108853
2120,11366,108853,1.84,5,1,5,2120,17.1,63,2120
257541,190319,257541,2.89,2,5,5,133,114.0,63,257541
11366,2948,2120,2.71,1,1,5,2120,88.7,63,2948
11366,2948,11366,2.19,2,5,5,2948,266.8,63,2948
11366,190319,382440,2.6,1,3,5,257541,202.6,63,382440
382440,190319,11366,1.68,1,1,5,153561,21.6,63,153561
257541,133,44457,2.76,1,2,5,382440,190.5,63,382440
2948,153561,382440,2.47,6,4,5,44457,60.7,63,11366
153561,44457,108853,0.76,3,5,5,382440,98.7,63,382440
133,11366,11366,1.06,5,5,5,2948,60.7,63,2948
108853,257541,382440,2.12,1,2,5,382440,38.1,63,108853
108853,153561,44457,2.48,5,0,5,2120,100.7,63,2120
382440,2120,190319,1.09,7,1,5,44457,138.2,63,2120
190319,2120,2948,0.77,1,0,5,11366,108.6,63,133
153561,257541,382440,0.98,7,4,5,2948,91.5,63,2948
153561,108853,2120,1.93,2,5,5,382440,237.6,63,382440
11366,2120,153561,2.14,1,2,5,153561,283.3,63,153561
153561,44457,257541,1.29,6,4,5,382440,86.9,63,2948
153561,108853,382440,1.78,7,3,5,153561,250.3,63,153561
133,133,257541,0.74,8,0,5,2120,247.5,63,2120
190319,11366,2120,2.2,1,1,5,133,7.1,63,133
153561,11366,44457,1.85,3,1,5,2948,236.7,63,2948
153561,257541,2120,2.45,1,1,5,11366,105.3,63,153561
44457,11366,382440,2.82,4,4,5,133,122.3,63,11366
2948,133,108853,2.0,5,2,5,11366,218.9,63,11366
257541,108853,2948,2.12,1,3,5,153561,203.7,63,382440
382440,382440,108853,2.22,1,2,5,11366,107.1,63,11366
257541,2948,44457,1.78,1,5,5,190319,151.0,63,190319
382440,44457,108853,1.58,2,3,5,382440,282.3,63,382440
44457,2948,190319,1.41,3,3,5,2948,104.3,63,108853
133,382440,257541,0.58,3,1,5,2948,209.5,63,2948
133,108853,44457,1.19,1,0,5,153561,272.6,63,153561
190319,133,190319,0.84,8,1,5,108853,14.4,63,11366
44457,44457,133,2.06,8,0,5,2948,0.6,63,190319
133,153561,2948,2.65,3,5,5,11366,50.7,63,11366
2948,190319,153561,2.17,1,3,5,190319,127.7,63,190319
133,133,382440,2.89,8,0,5,382440,277.9,63,2120
153561,2948,108853,1.61,5,2,5,382440,126.6,63,382440
382440,2948,382440,2.29,2,4,5,382440,74.8,63,382440
108853,153561,2120,1.22,6,5,5,382440,100.6,63,382440
108853,11366,2120,2.15,5,4,5,190319,137.2,63,11366
44457,190319,2948,1.68,1,5,5,2948,196.3,63,382440
11366,2120,133,2.12,4,2,5,133,174.6,63,133
133,2948,108853,2.34,2,0,5,44457,17.0,63,11366
382440,2948,257541,0.63,7,4,5,382440,165.9,63,382440
257541,108853,11366,1.6,2,1,5,257541,284.2,63,257541
44457,11366,108853,1.78,8,5,5,11366,248.7,63,190319
11366,44457,153561,2.6,6,1,5,382440,93.8,63,108853
133,108853,257541,0.95,3,5,5,11366,101.8,63,11366
44457,153561,11366,1.03,3,1,5,382440,34.3,63,382440
133,190319,44457,1.05,5,0,5,2120,36.3,63,382440
2120,382440,382440,2.05,1,2,5,153561,4.4,63,153561
108853,44457,382440,2.96,2,4,5,2948,231.1,63,2948
108853,2948,11366,1.96,7,2,5,382440,299.6,63,2948
2120,2948,190319,1.66,1,2,5,108853,75.6,63,108853
2120,133,2948,2.05,2,1,5,257541,80.4,63,257541
11366,190319,11366,1.46,3,4,5,257541,3.3,63,257541
153561,11366,108853,1.64,3,3,5,153561,228.5,63,257541
2948,11366,190319,2.73,7,3,5,11366,4.0,63,11366
257541,2948,190319,1.66,1,5,5,257541,263.1,63,257541
382440,190319,190319,1.34,2,5,5,190319,276.1,63,190319
153561,153561,153561,0.53,3,1,5,2948,295.2,63,11366
2120,153561,2948,0.53,8,2,5,2120,143.4,63,2120
257541,133,257541,0.92,2,5,5,382440,290.8,63,382440
44457,108853,257541,1.87,2,5,5,2948,145.8,63,2948
257541,382440,11366,2.49,1,0,5,2948,281.8,63,2948
257541,108853,257541,1.74,1,5,5,133,181.3,63,133
44457,382440,2120,1.8,5,0,5,2120,47.9,63,2120
133,11366,133,1.35,1,3,5,153561,151.0,63,153561
2120,2120,133,0.92,3,1,5,2948,190.9,63,2948
133,382440,153561,2.74,8,4,5,133,249.2,63,133
382440,44457,2120,2.33,3,1,5,190319,247.3,63,190319
108853,153561,153561,2.53,4,0,5,153561,114.7,63,153561
2948,2120,153561,1.52,1,2,5,2948,92.1,63,2948
382440,2948,2120,2.98,1,3,5,2948,284.3,63,2948
108853,11366,2948,0.73,1,4,5,108853,234.9,63,108853
44457,382440,2120,1.34,1,2,5,11366,169.3,63,11366
2120,108853,2120,1.42,5,1,5,2948,210.6,63,2120
108853,382440,2948,1.63,1,5,5,2948,72.6,63,133
2948,44457,257541,1.19,1,3,5,257541,80.1,63,257541
153561,108853,2120,1.07,2,0,5,11366,167.5,63,11366
2948,44457,44457,2.13,6,2,5,44457,139.5,63,257541
44457,2948,382440,1.46,6,4,5,11366,45.4,63,11366
153561,153561,11366,2.76,2,1,5,382440,189.6,63,382440
2948,153561,133,2.23,2,1,5,133,96.2,63,133
382440,133,257541,2.76,8,2,5,2120,167.4,63,2120
2120,190319,108853,1.58,3,0,5,2948,155.5,63,2948
153561,108853,133,0.72,1,3,5,2948,134.6,63,2948
153561,133,2120,1.24,3,1,5,133,289.0,63,133
133,382440,153561,1.57,2,3,5,11366,199.5,63,108853
257541,11366,382440,1.3,3,2,5,11366,196.5,63,11366
108853,2948,133,1.54,4,1,5,2120,277.2,63,2120
2120,2120,11366,2.46,3,1,5,190319,264.0,63,11366
108853,44457,44457,2.31,2,3,5,153561,188.9,63,190319
44457,108853,2120,2.33,1,0,5,2948,162.5,63,2948
190319,11366,133,2.36,8,1,5,44457,139.9,63,257541
2120,2120,133,0.56,4,4,5,190319,155.4,63,190319
257541,11366,11366,1.95,1,0,5,382440,154.2,63,133
257541,2948,2948,1.69,4,1,5,190319,191.2,63,190319
257541,44457,190319,2.57,5,3,5,2948,200.3,63,153561
44457,257541,133,2.94,1,2,5,257541,42.4,63,257541
2120,190319,153561,2.63,3,3,5,153561,17.3,63,2948
133,44457,257541,2.18,3,1,5,2948,5.1,63,2948
257541,257541,133,1.27,1,2,5,382440,66.3,63,382440
2948,190319,2120,1.2,1,4,5,108853,254.6,63,108853
2120,2948,11366,1.18,1,1,5,44457,255.6,63,133
382440,190319,2120,1.46,5,3,5,2120,171.9,63,2120
108853,133,2948,0.56,1,1,5,2948,265.2,63,2948
2120,2948,257541,2.44,5,1,5,2120,219.4,63,2120
190319,133,108853,1.5,3,3,5,190319,288.8,63,190319
11366,2120,133,1.72,3,1,5,190319,259.3,63,190319
2120,382440,2948,2.66,3,3,5,2948,61.2,63,2948
44457,108853,2948,1.09,1,1,5,2948,43.9,63,2948
2948,153561,382440,2.35,1,2,5,133,290.4,63,133
2120,382440,190319,2.57,7,5,5,11366,107.9,63,11366
11366,257541,2120,0.69,1,3,5,108853,280.7,63,108853
382440,190319,190319,1.89,4,0,5,44457,172.6,63,11366
153561,190319,257541,0.59,2,1,5,257541,172.1,63,257541
2948,2120,11366,0.6,1,2,5,108853,38.1,63,108853
382440,108853,153561,1.44,1,3,5,2948,160.4,63,11366
2948,382440,2120,2.19,5,1,5,2120,186.7,63,2120
11366,153561,190319,1.73,2,4,5,2948,14.5,63,2948
2120,190319,133,1.79,3,4,5,11366,234.5,63,11366
44457,11366,11366,2.16,8,2,5,11366,206.3,63,11366
2120,44457,108853,2.54,1,4,5,44457,140.6,63,11366
257541,257541,153561,0.64,5,2,5,11366,89.8,63,11366
2948,190319,11366,2.64,3,4,5,108853,8.7,63,108853
257541,2120,257541,0.59,3,2,5,2948,254.0,63,2948
44457,2948,11366,1.68,3,4,5,44457,225.7,63,108853
382440,153561,2948,0.5,1,4,5,190319,81.5,63,190319
382440,11366,2948,2.1,2,2,5,257541,103.6,63,382440
190319,133,2948,0.89,6,3,5,2120,98.8,63,2120
108853,133,2948,2.14,3,2,5,153561,3.2,63,153561
257541,190319,153561,2.52,4,1,5,2120,13.3,63,2120
44457,190319,133,1.02,8,1,5,257541,226.6,63,257541
382440,133,2948,2.17,6,1,5,11366,199.4,63,190319
11366,382440,11366,2.49,3,5,5,257541,177.3,63,257541
2948,2948,2120,1.81,5,0,5,11366,113.9,63,11366
11366,2120,190319,1.73,6,1,5,2948,205.5,63,2948
133,257541,133,0.57,1,0,5,11366,277.3,63,11366
2948,133,153561,0.55,4,0,5,11366,191.5,63,11366
153561,2120,382440,1.27,6,3,5,11366,117.2,63,257541
2948,153561,133,0.89,6,1,5,190319,195.6,63,190319
153561,2120,2948,2.31,4,0,5,2948,279.9,63,2948
2948,2948,108853,2.28,7,4,5,2120,97.9,63,2120
108853,2948,108853,1.19,1,2,5,257541,99.2,63,11366
2120,382440,382440,2.94,7,2,5,44457,203.0,63,2120
2120,257541,133,0.78,4,2,5,133,267.5,63,133
190319,2948,2948,1.42,7,1,5,133,267.1,63,2120
133,2948,2948,0.64,1,0,5,257541,65.5,63,257541
11366,108853,44457,1.52,1,2,5,11366,134.2,63,11366
11366,108853,257541,2.28,2,2,5,153561,231.5,63,257541
153561,257541,133,0.85,4,5,5,2120,137.9,63,2120
382440,382440,153561,1.22,1,4,5,153561,159.5,63,2948
153561,44457,257541,1.72,1,0,5,44457,53.2,63,11366
382440,11366,257541,2.29,2,2,5,133,88.0,63,133
153561,133,257541,2.06,3,4,5,190319,230.5,63,190319
44457,257541,44457,0.66,2,1,5,2948,80.9,63,11366
382440,190319,44457,1.51,5,2,5,2120,267.0,63,2120
108853,44457,2120,2.94,8,2,5,2120,258.1,63,2120
382440,2120,11366,2.98,5,4,5,133,266.3,63,133
257541,108853,153561,2.6,2,3,5,11366,56.0,63,11366
257541,257541,190319,1.38,3,3,5,2948,148.5,63,2948
2120,257541,257541,2.08,2,4,5,11366,137.0,63,11366
382440,2120,190319,2.23,1,0,5,133,214.6,63,2948
133,382440,11366,2.86,7,2,5,153561,202.2,63,153561
2120,382440,153561,2.06,4,1,5,382440,44.6,63,382440
44457,11366,2948,1.93,1,3,5,133,61.8,63,133
257541,2948,11366,2.56,1,4,5,190319,38.6,63,190319
44457,133,382440,1.19,1,4,5,382440,115.2,63,382440
44457,44457,133,1.18,2,4,5,11366,267.2,63,11366
153561,44457,133,2.8,1,2,5,2948,242.1,63,2948
2948,2120,133,1.84,3,5,5,11366,18.6,63,11366
133,108853,11366,0.59,1,0,5,11366,258.2,63,11366
257541,257541,257541,1.45,3,4,5,2948,159.2,63,2948
257541,108853,2948,1.61,3,3,5,153561,120.4,63,153561
108853,2948,44457,1.2,5,5,5,11366,168.5,63,11366
44457,2120,108853,1.7,1,0,5,257541,161.6,63,257541
133,190319,2948,1.46,8,1,5,108853,176.1,63,257541
257541,257541,190319,2.35,1,3,5,11366,85.0,63,11366
257541,108853,108853,0.96,8,1,5,2120,272.4,63,2120
108853,44457,382440,0.9,4,2,5,133,299.4,63,133
382440,2120,133,1.63,7,1,5,2120,153.1,63,2120
133,153561,382440,2.35,2,1,5,11366,258.2,63,11366
108853,108853,11366,2.33,4,0,5,11366,177.7,63,11366
44457,382440,2948,1.92,1,1,5,257541,162.4,63,257541
382440,153561,44457,2.66,1,0,5,257541,68.2,63,257541
153561,257541,11366,2.73,5,5,5,108853,62.1,63,2120
133,133,44457,1.89,7,2,5,190319,262.0,63,11366
153561,257541,11366,1.08,3,3,5,44457,264.9,63,382440
2120,190319,133,1.43,2,3,5,133,146.2,63,133
2120,2948,44457,1.89,7,2,5,133,165.5,63,382440
44457,2120,2948,2.84,2,2,5,382440,94.3,63,382440
133,2948,108853,2.04,1,2,5,2948,221.5,63,2948
2120,2948,108853,0.69,7,5,5,153561,56.8,63,153561
108853,382440,257541,1.43,2,4,5,153561,190.2,63,153561
11366,153561,2120,0.76,1,3,5,133,293.6,63,133
257541,190319,2120,1.99,8,4,5,382440,64.9,63,382440
190319,108853,44457,1.52,1,5,5,153561,216.1,63,153561
2120,133,108853,0.84,1,3,5,11366,274.6,63,11366
153561,190319,153561,2.77,2,5,5,133,90.7,63,133
44457,133,257541,2.9,2,0,5,153561,26.4,63,153561
257541,190319,257541,2.88,2,1,5,108853,109.1,63,2948
257541,2948,190319,2.48,1,3,5,11366,218.5,63,11366
2120,108853,382440,0.82,2,1,5,190319,211.1,63,190319
44457,108853,153561,2.03,1,2,5,2948,235.5,63,2948
257541,44457,108853,2.33,2,2,5,2948,114.1,63,11366
190319,44457,2120,1.69,3,0,5,108853,246.8,63,108853
133,190319,382440,1.5,1,4,5,2120,281.7,63,108853
11366,133,2120,1.39,1,3,5,133,147.9,63,133
2120,190319,133,2.2,3,2,5,11366,206.5,63,11366
257541,108853,382440,2.88,8,4,5,2120,80.3,63,2120
44457,133,2948,0.98,2,4,5,190319,224.2,63,190319
11366,44457,11366,1.51,3,5,5,2948,214.2,63,2948
2948,153561,133,2.21,7,1,5,153561,167.9,63,2120
153561,11366,153561,0.77,4,3,5,11366,59.1,63,11366
257541,2948,257541,2.52,5,1,5,108853,38.0,63,108853
382440,133,190319,1.91,7,4,5,108853,256.5,63,382440
133,11366,11366,2.03,1,0,5,153561,43.0,63,153561
382440,44457,257541,1.52,6,1,5,2120,19.2,63,2120
2120,257541,2948,2.26,1,0,5,382440,270.9,63,382440
2120,133,153561,0.79,4,0,5,133,108.9,63,190319
190319,382440,257541,0.63,3,5,5,2120,71.4,63,133
153561,2948,2120,2.46,2,3,5,11366,28.2,63,11366
382440,108853,257541,1.19,1,1,5,2948,13.9,63,2948
257541,257541,133,1.99,3,1,5,2948,24.2,63,2948
2948,257541,2120,2.58,1,5,5,108853,231.7,63,2948
153561,2948,2948,1.87,3,2,5,153561,0.8,63,153561
2120,2120,257541,1.15,4,5,5,153561,159.3,63,153561
190319,11366,382440,1.86,1,3,5,382440,242.8,63,382440
108853,108853,2120,0.56,1,0,5,2948,139.7,63,11366
11366,190319,257541,1.29,1,3,5,133,270.5,63,190319
190319,108853,190319,0.78,7,1,5,2120,298.5,63,2120
257541,108853,11366,1.49,6,0,5,2120,286.9,63,2120
153561,190319,44457,1.61,2,0,5,133,114.8,63,108853
153561,44457,133,1.4,1,1,5,2948,238.8,63,2948
11366,44457,108853,2.13,1,2,5,257541,229.4,63,108853
190319,2120,2948,1.21,2,1,5,11366,221.1,63,11366
2120,382440,153561,1.4,6,1,5,11366,253.3,63,11366
11366,257541,2948,1.83,8,3,5,2948,2.2,63,2948
382440,2948,133,2.01,1,5,5,190319,58.7,63,190319
11366,190319,108853,1.03,3,3,5,11366,195.3,63,11366
133,2948,190319,1.89,4,4,5,257541,40.9,63,257541
108853,133,11366,1.26,4,4,5,2120,213.6,63,2120
108853,133,190319,2.33,1,5,5,11366,98.0,63,11366
11366,382440,382440,1.67,3,1,5,153561,57.2,63,190319
44457,2120,133,1.76,7,0,5,11366,196.9,63,2120
2120,2948,44457,2.83,3,2,5,133,69.6,63,133
257541,153561,11366,1.04,1,3,5,108853,231.6,63,108853
190319,190319,108853,1.31,2,0,5,2948,223.5,63,257541
2948,133,108853,2.94,2,3,5,382440,174.2,63,11366
11366,382440,11366,2.19,3,2,5,2948,256.4,63,153561
190319,153561,11366,1.72,2,0,5,153561,25.3,63,133
153561,133,133,1.86,6,1,5,11366,56.4,63,11366
190319,108853,44457,1.33,2,0,5,2120,169.2,63,153561
11366,133,2948,1.5,6,2,5,2948,91.7,63,2948
153561,153561,11366,2.27,3,0,5,133,184.5,63,133
2948,44457,108853,0.95,1,1,5,190319,276.9,63,190319
257541,257541,108853,2.21,1,4,5,133,54.4,63,108853
2120,44457,257541,1.95,6,0,5,2948,167.0,63,2948
153561,2948,153561,2.79,3,3,5,257541,194.4,63,257541
190319,133,11366,1.55,3,4,5,382440,182.5,63,382440
108853,190319,153561,1.84,4,3,5,2948,224.1,63,2948
382440,2948,2948,2.57,3,0,5,11366,250.6,63,11366
257541,108853,2120,2.02,5,2,5,2120,9.2,63,2120
2120,2948,190319,1.9,1,2,5,153561,42.3,63,153561
2120,382440,257541,1.51,2,5,5,190319,56.1,63,190319
382440,257541,2948,1.97,1,4,5,382440,250.0,63,382440
133,153561,108853,0.86,3,0,5,257541,163.7,63,257541
44457,153561,382440,1.09,1,4,5,2948,196.9,63,2948
133,190319,133,1.45,3,1,5,257541,265.9,63,257541
11366,153561,44457,1.09,3,2,5,153561,103.0,63,108853
153561,257541,2948,2.83,5,0,5,190319,192.3,63,2120
2948,153561,44457,2.61,3,2,5,2948,115.4,63,2948
382440,257541,382440,0.81,2,2,5,11366,281.3,63,11366
190319,133,2948,1.29,1,3,5,133,211.2,63,2948
133,108853,190319,2.77,4,5,5,190319,98.4,63,190319
133,190319,11366,2.13,1,2,5,11366,161.9,63,11366
11366,133,133,1.15,6,0,5,257541,156.3,63,2948
108853,257541,108853,1.99,1,5,5,11366,85.7,63,2948
108853,11366,133,0.8,3,1,5,11366,111.7,63,11366
382440,190319,382440,2.9,3,2,5,190319,123.3,63,190319
257541,190319,108853,1.46,1,4,5,133,96.4,63,133
2120,382440,44457,2.47,3,4,5,108853,59.2,63,108853
11366,2120,11366,1.4,1,3,5,2948,217.5,63,2948
11366,2120,11366,1.96,8,4,5,2120,144.3,63,2120
2120,133,11366,1.42,3,3,5,153561,279.9,63,153561
190319,190319,2948,1.56,1,4,5,133,277.5,63,133
44457,108853,190319,1.55,7,3,5,382440,107.2,63,382440
108853,190319,2948,1.86,7,4,5,133,73.4,63,382440
11366,44457,108853,2.35,1,3,5,133,278.0,63,133
153561,108853,11366,2.7,1,1,5,2948,4.5,63,2948
153561,257541,11366,1.18,1,3,5,2120,20.6,63,133
